Revisada por,Fecha publicacion,Fuente,Noticiero,Autor,Noticia,Humano,Vía y entorno,Vehicular
Oscar,17/03/2023,https://www.crhoy.com/nacionales/choque-contra-vaca-y-derrape-deja-3-motociclistas-heridos-de-gravedad-en-guanacaste/,CR Hoy,Jason Ureña,"LA NOCHE DEL JUEVES Y MADRUGADA DE ESTE VIERNES Choque contra vaca y derrape deja 3 motociclistas heridos de gravedad en Guanacaste PACIENTES FUERON LLEVADOS DE URGENCIA A RECIBIR ATENCIÓN MÉDICA Archivo CRH/Con fines ilustrativos (CRHoy.com) Los motociclistas siguen siendo las principales víctimas en carretera. En las últimas horas, al menos 3 de ellos resultaron graves por accidentes de tránsito solo en Guanacaste. A las 11:30 p.m., de este jueves, un hombre de 32 años fue trasladado en condición grave a la clínica de Santa Cruz luego de colisionar contra una vaca mientras conducía a la altura de la comunidad de 27 de abril. Mientras que ya para este viernes, a las 3:30 a.m, la Cruz Roja Costarricense atendió a dos pacientes de 22 y 27 años que quedaron sumamente heridos luego del derrape de una motocicleta. El suceso se presentó cerca de la estación de Bomberos de La Cruz, también en la provincia guanacasteca. Los pacientes tuvieron que ser llevados de urgencia a la clínica local. Las autoridades insisten en pedirle a los conductores tener precaución al transitar por las vías nacionales y utilizar todos los mecanismos de seguridad para evitar complicaciones en caso de accidentes. Además, tener cuidado en las zonas donde hay constante paso de animales por las carreteras, tal es el caso de Guanacaste o Limón.",0,1,0
Oscar,25/02/2023,https://www.crhoy.com/nacionales/ciclista-muere-en-fatal-choque-con-carro-en-el-ruta-32/,CR Hoy, Anyi Ospino,"DURANTE ESTE VIERNES Ciclista muere en fatal choque con carro en el Ruta 32 CONDUCTOR DEL AUTOMÓVIL SE DIO A LA FUGA HOMBRE SUFRIÓ HERIDAS TAN GRAVES QUE LE PROVOCARON LA MUERTE Oficiales del OIJ. Foto con fines ilustrativos. (CRHoy.com) Un fatal accidente en la ruta 32 entre un carro y una bicicleta dejó como saldo un ciclista fallecido en Matina, Limón, pasadas las 8:30 la noche de este viernes, de acuerdo a lo que informó el Organismo de Investigación Judicial (OIJ) en un comunicado. De acuerdo con los agentes del OIJ el ciclista fue identificado con los apellidos de Torres Carvajal de 34 años de edad, en los hechos, Torres conducía una bicicleta en el sector de B Line cuando chocó con un vehículo, que ante la grave situación se dio a la fuga. Según los judiciales, Torres sufrió heridas tan graves que le provocaron la muerte. Los agentes del OIJ hicieron el levantamiento del cadáver y lo trasladaron a la morgue judicial y se encuentran en medio de las investigaciones para dar con el responsable.",0,0,0
Oscar,25/02/2023,https://www.crhoy.com/nacionales/hombre-grave-tras-choque-de-moto-con-automovil/,CR Hoy, Anyi Ospino,"DURANTE LA MADRUGADA Hombre grave tras choque de moto con automóvil EL HERIDO TUVO QUE SER TRASLADADO DE EMERGENCIAS AL HOSPITAL DE HEREDIA Fines ilustrativos (CRHoy.com) El choque entre un vehículo liviano y una motocicleta dejó a un hombre de 36 años gravemente herido durante la madrugada de este sábado en el sector de Santo Domingo, Heredia, de acuerdo con lo que informó la Cruz Roja. De acuerdo con el reporte de los paramédicos, el herido tuvo que ser trasladado de emergencias al Hospital de Heredia. Según la benemérita, la emergencia se registró a las 12:13 am, frente al McDonald’s.",0,0,0
Oscar,05/02/2023,https://www.crhoy.com/nacionales/tras-choque-poste-de-luz-parte-carro-a-la-mitad-hay-una-mujer-muerta/,CR Hoy,Pablo Rojas,"EN LA MADRUGADA Tras choque, poste de luz parte carro a la mitad: Hay una mujer muerta VEHÍCULO LIVIANO CHOCÓ CONTRA TRÁILER Y LUEGO IMPACTO CONTRA POSTE DE TENDIDO ELÉCTRICO OTRAS 3 PERSONAS MURIERON EN COLISIONES Y VUELCOS EN DISTINTOS PUNTOS DEL PAÍS Colisión en Caldera, en Esparza de Puntarenas, donde murió una mujer. Cortesía (CRHoy.com). La noche del sábado y la madrugada del domingo se tiñeron de sangre en rutas nacionales. Según el reporte oficial de la Cruz Roja Costarricense (CRC), 4 personas perdieron la vida. Uno de los casos más aparatosos sucedió en Caldera, en Esparza de Puntarenas, a las 5:31 a.m. En ese sitio, un vehículo liviano colisionó de frente con un tráiler. Producto del accidente, el automóvil impactó también un poste de concreto del tendido eléctrico. Una mujer, cuya identidad no trascendió, falleció en el lugar y otro hombre resultó gravemente herido. Este último fue trasladado al Hospital Monseñor Sanabria, en Puntarenas.",0,0,0
Oscar,30/12/2022,https://www.crhoy.com/nacionales/reportan-accidente-con-varios-heridos-tras-vuelco-de-chapulin/,CR Hoy, Erick Carvajal,"EN SARCHÍ DE ALAJUELA Reportan accidente con varios heridos tras vuelco de chapulín  CRUZ ROJA Y BOMBEROS ATIENDEN EMERGENCIA Foto con fines ilustrativos. (CRHoy.com).- Autoridades de Cruz Roja y Bomberos atienden un accidente con varias personas heridas, entre estas una menor que quedó prensada, tras el vuelo de un chapulín en la zona de Sabanilla de Sarchí, Alajuela. El Cuerpo de Bomberos confirmó que una menor quedó prensada, del brazo, tras el vuelco del chapulín. La Cruz Roja, por medio del Centro de Monitoreo, comentó que en el sitio hay 12 unidades trabajando en la atención de pacientes; sin embargo, hasta el momento no tienen cuál es la condición de los mismos y si van a requerir ser trasladados a un centro médico. Un total de 32 personas fueron atendidas por la Cruz Roja.",0,0,0
Jorge,05/02/2024,https://www.crhoy.com/nacionales/motociclista-muere-tras-chocar-contra-bus-en-la-union/,CR Hoy,Daniel Monge,"Motociclista muere tras chocar contra bus en La Unión
EN SAN DIEGO. NO SE HA LOGRADO IDENTIFICAR A LA VÍCTIMA.
La mañana de este lunes 5 de febrero se presentó un accidente de tránsito que dejó a un motociclista fallecido, luego de caer debajo de la parte trasera de un autobús de la empresa Lumaca. Esto sucedió en la autopista Florencio del Castillo sentido San José-Cartago, específicamente en San Diego de La Unión, en las cercanías del supermercado Palí, pasadas las 6:00 a.m. Funcionarios de Cruz Roja se hicieron presentes en el lugar y confirmaron el fallecimiento del hombre, cuya identidad no ha trascendido. De acuerdo con las imágenes del accidente, la Fuerza Pública atendió el hecho y acordonó la zona lo que ha provocado un aumento en el tráfico sobre la autopista. Se está a la espera de los agentes del Organismo de Investigación Judicial (OIJ), para que realicen el respectivo levantamiento del cuerpo.",0,0,0
Jorge,02/02/2024,https://www.crhoy.com/nacionales/hombre-sufrio-heridas-de-gravedad-tras-derrape-de-moto/,CR Hoy,AmbarSegura,"Hombre sufrió heridas de gravedad tras derrape de moto
En Barrio Tournón. Lo trasladaron al Hospital Calderón Guardia.
La Cruz Roja Costarricense atendió la madrugada de este viernes un accidente de tránsito en el sector de Barrio Tournón, Goicoechea, donde un hombre resultó gravemente herido. Alexander Morales, supervisor de la Cruz Roja explicó que la alerta la recibieron a las 3:09 a.m., específicamente frente al hotel Villa Tournón. Al parecer, el conductor de la motocicleta derrapó y sufrió varias heridas que comprometían su vida. Morales confirmó que el hombre de 33 años fue trasladado en condición crítica al hospital Calderón Guardia. Su identidad no trascendió.",1,0,0
Jorge,26/01/2024,https://www.crhoy.com/nacionales/motociclista-muere-tras-chocar-contra-toro-en-puntarenas/,CR Hoy,AmbarSegura,"Motociclista muere tras chocar contra toro en Puntarenas
En Lepanto. Falleció en el sitio.
Un hombre falleció tras accidentarse contra un toro, durante la madrugada de este viernes, en Puntarenas. Manuel Retana, supervisor de la Cruz Roja Costarricense informó que los hechos se dieron en el distrito de Lepanto, en Puntarenas, a eso de las 3:00 a.m. La versión que se maneja es que, el hombre viajaba en una motocicleta y se encontró al animal en la vía, chocando de manera aparatosa contra él. Cuando los cruzrojistas llegaron a la escena confirmaron que el hombre de 30 años no tenía signos vitales. La escena fue asumida por agentes del Organismo de Investigación Judicial (OIJ), quienes realizan las pesquisas correspondientes.La identidad del hombre aún no ha trascendido.",1,1,0
Jorge,24/01/2024,https://www.crhoy.com/nacionales/juan-vinas-motociclista-derrapa-y-muere-tras-ser-atropellado/,CR Hoy,Daniel Monge,"Juan Viñas: Motociclista derrapa y muere tras ser atropellado
Esta mañana. Aún no ha sido identificado.
La mañana de este miércoles 24 de enero se produjo un fatal accidente de tránsito que cobró la vida de un motociclista, en Juan Viñas, en el cantón de Jiménez de Cartago. Según la información brindada por funcionarios de la Cruz Roja Costarricense (CRC), el chofer de la motocicleta perdió el control y derrapó, lo que provocó que cayera a la carretera. Justo en ese momento, iba pasando un camión, que embistió al hombre de 28 años, provocándole la muerte en el sitio. La alerta llegó a las 7:01 a.m. y la unidad de Cruz Roja llegó a la escena a las 7:09 a.m., una vez ahí declararon al conductor sin signos vitales. El caso está a cargo del Organismo de Investigación Judicial (OIJ), cuyos agentes realizarán la investigación y harán el proceso necesario para identificar a la víctima de este mortal accidente.",1,0,0
Jorge,19/01/2024,https://www.crhoy.com/nacionales/mujer-muere-embestida-por-motocicleta-en-alajuela/,CR Hoy,AmbarSegura,"Mujer muere embestida por motocicleta en Alajuela
Este jueves. Se trasladó al Hospital de Alajuela.
Una mujer de 60 años falleció este jueves tras ser embestida por una motocicleta, en Desamparados de Alajuela. De acuerdo con el informe del Organismo de Investigación Judicial (OIJ), la víctima fue impactada al intentar cruzar la carretera, frente a la estación de servicio Desamparados, a eso de las 7:00 p.m. La mujer de apellido Ureña fue trasladada al hospital de Alajuela con varias lesiones en su cabeza y pese al trabajo del personal médico, fue declarada sin vida minutos después. Los funcionarios del OIJ de Alajuela, realizaron el levantamiento del cuerpo. Las autoridades mantienen el caso bajo investigación.",0,0,0
Jorge,19/01/2024,https://www.crhoy.com/nacionales/desamparados-choque-entre-carros-deja-una-joven-fallecida/,CR Hoy,AmbarSegura,"Desamparados: Choque entre carros deja una joven fallecida
En Desamparados. Un hombre quedó gravemente herido.
Durante la madrugada de este viernes, la Cruz Roja atendió un accidente de tránsito entre dos vehículos. Producto del golpe falleció una joven de 23 años y un hombre fue trasladado en condición grave al Hospital San Juan de Dios. El choque se dio en el cantón de Desamparados, frente el Comercial Plaza Decosure, al ser la 1:30 a.m., de acuerdo con el informe de la benemérita. De momento, el paso por ese sector está cerrado, por lo que, si usted debe transitar por allí, es mejor que tome rutas alternas. El caso fue asumido por las autoridades judiciales, quienes están realizando las diligencias respectivas.",0,0,0
